type, size, algo, threshold, avg_ms
random, 48600, best, 16, 4
random, 48700, quick, -1, 6
random, 48700, best, 16, 4
random, 48800, quick, -1, 6
random, 48800, best, 16, 4
random, 48900, quick, -1, 6
random, 48900, best, 16, 4
random, 49000, quick, -1, 6
random, 49000, best, 16, 4
random, 49100, quick, -1, 6
random, 49100, best, 16, 4
random, 49200, quick, -1, 6
random, 49200, best, 16, 4
random, 49300, quick, -1, 6
random, 49300, best, 16, 4
random, 49400, quick, -1, 6
random, 49400, best, 16, 4
random, 49500, quick, -1, 6
random, 49500, best, 16, 4
random, 49600, quick, -1, 6
random, 49600, best, 16, 4
random, 49700, quick, -1, 6
random, 49700, best, 16, 4
random, 49800, quick, -1, 6
random, 49800, best, 16, 4
random, 49900, quick, -1, 6
random, 49900, best, 16, 4
random, 50000, quick, -1, 6
random, 50000, best, 16, 4
random, 50100, quick, -1, 6
random, 50100, best, 16, 4
random, 50200, quick, -1, 6
random, 50200, best, 16, 4
random, 50300, quick, -1, 6
random, 50300, best, 16, 4
random, 50400, quick, -1, 6
random, 50400, best, 16, 4
random, 50500, quick, -1, 6
random, 50500, best, 16, 4
random, 50600, quick, -1, 6
random, 50600, best, 16, 4
random, 50700, quick, -1, 6
random, 50700, best, 16, 4
random, 50800, quick, -1, 6
random, 50800, best, 16, 4
random, 50900, quick, -1, 6
random, 50900, best, 16, 4
random, 51000, quick, -1, 6
random, 51000, best, 16, 5
random, 51100, quick, -1, 6
random, 51100, best, 16, 5
random, 51200, quick, -1, 6
random, 51200, best, 16, 4
random, 51300, quick, -1, 6
random, 51300, best, 16, 5
random, 51400, quick, -1, 6
random, 51400, best, 16, 5
random, 51500, quick, -1, 6
random, 51500, best, 16, 5
random, 51600, quick, -1, 6
random, 51600, best, 16, 4
random, 51700, quick, -1, 6
random, 51700, best, 16, 4
random, 51800, quick, -1, 6
random, 51800, best, 16, 4
random, 51900, quick, -1, 6
random, 51900, best, 16, 4
random, 52000, quick, -1, 6
random, 52000, best, 16, 5
random, 52100, quick, -1, 6
random, 52100, best, 16, 5
random, 52200, quick, -1, 6
random, 52200, best, 16, 5
random, 52300, quick, -1, 6
random, 52300, best, 16, 5
random, 52400, quick, -1, 6
random, 52400, best, 16, 5
random, 52500, quick, -1, 6
random, 52500, best, 16, 5
random, 52600, quick, -1, 6
random, 52600, best, 16, 5
random, 52700, quick, -1, 6
random, 52700, best, 16, 5
random, 52800, quick, -1, 6
random, 52800, best, 16, 5
random, 52900, quick, -1, 6
random, 52900, best, 16, 5
random, 53000, quick, -1, 6
random, 53000, best, 16, 5
random, 53100, quick, -1, 6
random, 53100, best, 16, 5
random, 53200, quick, -1, 6
random, 53200, best, 16, 5
random, 53300, quick, -1, 6
random, 53300, best, 16, 5
random, 53400, quick, -1, 6
random, 53400, best, 16, 5
random, 53500, quick, -1, 7
random, 53500, best, 16, 5
random, 53600, quick, -1, 6
random, 53600, best, 16, 4
random, 53700, quick, -1, 6
random, 53700, best, 16, 5
random, 53800, quick, -1, 7
random, 53800, best, 16, 4
random, 53900, quick, -1, 7
random, 53900, best, 16, 5
random, 54000, quick, -1, 7
random, 54000, best, 16, 5
random, 54100, quick, -1, 7
random, 54100, best, 16, 5
random, 54200, quick, -1, 7
random, 54200, best, 16, 5
random, 54300, quick, -1, 7
random, 54300, best, 16, 5
random, 54400, quick, -1, 7
random, 54400, best, 16, 5
random, 54500, quick, -1, 7
random, 54500, best, 16, 5
random, 54600, quick, -1, 7
random, 54600, best, 16, 5
random, 54700, quick, -1, 7
random, 54700, best, 16, 5
random, 54800, quick, -1, 7
random, 54800, best, 16, 5
random, 54900, quick, -1, 7
random, 54900, best, 16, 5
random, 55000, quick, -1, 7
random, 55000, best, 16, 5
random, 55100, quick, -1, 8
random, 55100, best, 16, 5
random, 55200, quick, -1, 7
random, 55200, best, 16, 5
random, 55300, quick, -1, 7
random, 55300, best, 16, 5
random, 55400, quick, -1, 7
random, 55400, best, 16, 5
random, 55500, quick, -1, 7
random, 55500, best, 16, 5
random, 55600, quick, -1, 7
random, 55600, best, 16, 4
random, 55700, quick, -1, 7
random, 55700, best, 16, 5
random, 55800, quick, -1, 7
random, 55800, best, 16, 5
random, 55900, quick, -1, 7
random, 55900, best, 16, 5
random, 56000, quick, -1, 7
random, 56000, best, 16, 5
random, 56100, quick, -1, 7
random, 56100, best, 16, 5
random, 56200, quick, -1, 7
random, 56200, best, 16, 5
random, 56300, quick, -1, 7
random, 56300, best, 16, 5
random, 56400, quick, -1, 7
random, 56400, best, 16, 5
random, 56500, quick, -1, 7
random, 56500, best, 16, 5
random, 56600, quick, -1, 7
random, 56600, best, 16, 5
random, 56700, quick, -1, 7
random, 56700, best, 16, 5
random, 56800, quick, -1, 7
random, 56800, best, 16, 5
random, 56900, quick, -1, 7
random, 56900, best, 16, 5
random, 57000, quick, -1, 7
random, 57000, best, 16, 5
random, 57100, quick, -1, 7
random, 57100, best, 16, 5
random, 57200, quick, -1, 7
random, 57200, best, 16, 5
random, 57300, quick, -1, 7
random, 57300, best, 16, 5
random, 57400, quick, -1, 7
random, 57400, best, 16, 5
random, 57500, quick, -1, 7
random, 57500, best, 16, 5
random, 57600, quick, -1, 7
random, 57600, best, 16, 5
random, 57700, quick, -1, 7
random, 57700, best, 16, 5
random, 57800, quick, -1, 7
random, 57800, best, 16, 5
random, 57900, quick, -1, 7
random, 57900, best, 16, 5
random, 58000, quick, -1, 7
random, 58000, best, 16, 5
random, 58100, quick, -1, 7
random, 58100, best, 16, 5
random, 58200, quick, -1, 7
random, 58200, best, 16, 5
random, 58300, quick, -1, 7
random, 58300, best, 16, 5
random, 58400, quick, -1, 7
random, 58400, best, 16, 5
random, 58500, quick, -1, 7
random, 58500, best, 16, 5
random, 58600, quick, -1, 7
random, 58600, best, 16, 5
random, 58700, quick, -1, 7
random, 58700, best, 16, 5
random, 58800, quick, -1, 7
random, 58800, best, 16, 5
random, 58900, quick, -1, 7
random, 58900, best, 16, 5
random, 59000, quick, -1, 7
random, 59000, best, 16, 5
random, 59100, quick, -1, 7
random, 59100, best, 16, 5
random, 59200, quick, -1, 7
random, 59200, best, 16, 5
random, 59300, quick, -1, 7
random, 59300, best, 16, 5
random, 59400, quick, -1, 7
random, 59400, best, 16, 5
random, 59500, quick, -1, 7
random, 59500, best, 16, 5
random, 59600, quick, -1, 7
random, 59600, best, 16, 5
random, 59700, quick, -1, 8
random, 59700, best, 16, 5
random, 59800, quick, -1, 7
random, 59800, best, 16, 5
random, 59900, quick, -1, 7
random, 59900, best, 16, 5
random, 60000, quick, -1, 7
random, 60000, best, 16, 5
random, 60100, quick, -1, 7
random, 60100, best, 16, 5
random, 60200, quick, -1, 7
random, 60200, best, 16, 5
random, 60300, quick, -1, 7
random, 60300, best, 16, 5
random, 60400, quick, -1, 7
random, 60400, best, 16, 5
random, 60500, quick, -1, 7
random, 60500, best, 16, 6
random, 60600, quick, -1, 8
random, 60600, best, 16, 5
random, 60700, quick, -1, 8
random, 60700, best, 16, 5
random, 60800, quick, -1, 8
random, 60800, best, 16, 5
random, 60900, quick, -1, 7
random, 60900, best, 16, 5
random, 61000, quick, -1, 7
random, 61000, best, 16, 5
random, 61100, quick, -1, 7
random, 61100, best, 16, 5
random, 61200, quick, -1, 7
random, 61200, best, 16, 5
random, 61300, quick, -1, 7
random, 61300, best, 16, 5
random, 61400, quick, -1, 7
random, 61400, best, 16, 5
random, 61500, quick, -1, 7
random, 61500, best, 16, 5
random, 61600, quick, -1, 8
random, 61600, best, 16, 5
random, 61700, quick, -1, 7
random, 61700, best, 16, 5
random, 61800, quick, -1, 8
random, 61800, best, 16, 6
random, 61900, quick, -1, 8
random, 61900, best, 16, 5
random, 62000, quick, -1, 8
random, 62000, best, 16, 5
random, 62100, quick, -1, 7
random, 62100, best, 16, 6
random, 62200, quick, -1, 7
random, 62200, best, 16, 5
random, 62300, quick, -1, 8
random, 62300, best, 16, 5
random, 62400, quick, -1, 8
random, 62400, best, 16, 5
random, 62500, quick, -1, 8
random, 62500, best, 16, 5
random, 62600, quick, -1, 8
random, 62600, best, 16, 5
random, 62700, quick, -1, 8
random, 62700, best, 16, 5
random, 62800, quick, -1, 8
random, 62800, best, 16, 5
random, 62900, quick, -1, 8
random, 62900, best, 16, 6
random, 63000, quick, -1, 8
random, 63000, best, 16, 6
random, 63100, quick, -1, 8
random, 63100, best, 16, 6
random, 63200, quick, -1, 8
random, 63200, best, 16, 6
random, 63300, quick, -1, 8
random, 63300, best, 16, 6
random, 63400, quick, -1, 8
random, 63400, best, 16, 6
random, 63500, quick, -1, 8
random, 63500, best, 16, 6
random, 63600, quick, -1, 8
random, 63600, best, 16, 6
random, 63700, quick, -1, 8
random, 63700, best, 16, 6
random, 63800, quick, -1, 8
random, 63800, best, 16, 6
random, 63900, quick, -1, 8
random, 63900, best, 16, 6
random, 64000, quick, -1, 8
random, 64000, best, 16, 6
random, 64100, quick, -1, 8
random, 64100, best, 16, 6
random, 64200, quick, -1, 8
random, 64200, best, 16, 6
random, 64300, quick, -1, 8
random, 64300, best, 16, 6
random, 64400, quick, -1, 8
random, 64400, best, 16, 6
random, 64500, quick, -1, 8
random, 64500, best, 16, 6
random, 64600, quick, -1, 8
random, 64600, best, 16, 6
random, 64700, quick, -1, 8
random, 64700, best, 16, 6
random, 64800, quick, -1, 8
random, 64800, best, 16, 6
random, 64900, quick, -1, 8
random, 64900, best, 16, 6
random, 65000, quick, -1, 8
random, 65000, best, 16, 6
random, 65100, quick, -1, 8
random, 65100, best, 16, 6
random, 65200, quick, -1, 8
random, 65200, best, 16, 6
random, 65300, quick, -1, 8
random, 65300, best, 16, 6
random, 65400, quick, -1, 8
random, 65400, best, 16, 6
random, 65500, quick, -1, 8
random, 65500, best, 16, 6
random, 65600, quick, -1, 8
random, 65600, best, 16, 6
random, 65700, quick, -1, 8
random, 65700, best, 16, 6
random, 65800, quick, -1, 8
random, 65800, best, 16, 6
random, 65900, quick, -1, 8
random, 65900, best, 16, 6
random, 66000, quick, -1, 8
random, 66000, best, 16, 6
random, 66100, quick, -1, 8
random, 66100, best, 16, 6
random, 66200, quick, -1, 8
random, 66200, best, 16, 6
random, 66300, quick, -1, 8
random, 66300, best, 16, 6
random, 66400, quick, -1, 8
random, 66400, best, 16, 6
random, 66500, quick, -1, 8
random, 66500, best, 16, 6
random, 66600, quick, -1, 8
random, 66600, best, 16, 6
random, 66700, quick, -1, 8
random, 66700, best, 16, 6
random, 66800, quick, -1, 8
random, 66800, best, 16, 6
random, 66900, quick, -1, 8
random, 66900, best, 16, 6
random, 67000, quick, -1, 8
random, 67000, best, 16, 6
random, 67100, quick, -1, 8
random, 67100, best, 16, 6
random, 67200, quick, -1, 8
random, 67200, best, 16, 6
random, 67300, quick, -1, 8
random, 67300, best, 16, 6
random, 67400, quick, -1, 8
random, 67400, best, 16, 6
random, 67500, quick, -1, 8
random, 67500, best, 16, 6
random, 67600, quick, -1, 8
random, 67600, best, 16, 6
random, 67700, quick, -1, 8
random, 67700, best, 16, 6
random, 67800, quick, -1, 8
random, 67800, best, 16, 6
random, 67900, quick, -1, 8
random, 67900, best, 16, 6
random, 68000, quick, -1, 8
random, 68000, best, 16, 6
random, 68100, quick, -1, 8
random, 68100, best, 16, 6
random, 68200, quick, -1, 9
random, 68200, best, 16, 6
random, 68300, quick, -1, 9
random, 68300, best, 16, 6
random, 68400, quick, -1, 9
random, 68400, best, 16, 6
random, 68500, quick, -1, 8
random, 68500, best, 16, 6
random, 68600, quick, -1, 9
random, 68600, best, 16, 6
random, 68700, quick, -1, 9
random, 68700, best, 16, 6
random, 68800, quick, -1, 8
random, 68800, best, 16, 6
random, 68900, quick, -1, 9
random, 68900, best, 16, 6
random, 69000, quick, -1, 9
random, 69000, best, 16, 6
random, 69100, quick, -1, 9
random, 69100, best, 16, 6
random, 69200, quick, -1, 9
random, 69200, best, 16, 6
random, 69300, quick, -1, 9
random, 69300, best, 16, 6
random, 69400, quick, -1, 9
random, 69400, best, 16, 6
random, 69500, quick, -1, 9
random, 69500, best, 16, 6
random, 69600, quick, -1, 9
random, 69600, best, 16, 6
random, 69700, quick, -1, 9
random, 69700, best, 16, 6
random, 69800, quick, -1, 9
random, 69800, best, 16, 6
random, 69900, quick, -1, 9
random, 69900, best, 16, 6
random, 70000, quick, -1, 9
random, 70000, best, 16, 6
random, 70100, quick, -1, 8
random, 70100, best, 16, 6
random, 70200, quick, -1, 9
random, 70200, best, 16, 6
random, 70300, quick, -1, 9
random, 70300, best, 16, 6
random, 70400, quick, -1, 9
random, 70400, best, 16, 6
random, 70500, quick, -1, 9
random, 70500, best, 16, 6
random, 70600, quick, -1, 9
random, 70600, best, 16, 6
random, 70700, quick, -1, 9
random, 70700, best, 16, 6
random, 70800, quick, -1, 9
random, 70800, best, 16, 6
random, 70900, quick, -1, 9
random, 70900, best, 16, 6
random, 71000, quick, -1, 9
random, 71000, best, 16, 6
random, 71100, quick, -1, 8
random, 71100, best, 16, 6
random, 71200, quick, -1, 9
random, 71200, best, 16, 6
random, 71300, quick, -1, 9
random, 71300, best, 16, 6
random, 71400, quick, -1, 9
random, 71400, best, 16, 6
random, 71500, quick, -1, 9
random, 71500, best, 16, 6
random, 71600, quick, -1, 9
random, 71600, best, 16, 7
random, 71700, quick, -1, 9
random, 71700, best, 16, 6
random, 71800, quick, -1, 9
random, 71800, best, 16, 7
random, 71900, quick, -1, 9
random, 71900, best, 16, 6
random, 72000, quick, -1, 9
random, 72000, best, 16, 7
random, 72100, quick, -1, 9
random, 72100, best, 16, 7
random, 72200, quick, -1, 9
random, 72200, best, 16, 7
random, 72300, quick, -1, 9
random, 72300, best, 16, 7
random, 72400, quick, -1, 9
random, 72400, best, 16, 7
random, 72500, quick, -1, 9
random, 72500, best, 16, 6
random, 72600, quick, -1, 17
random, 72600, best, 16, 6
random, 72700, quick, -1, 9
random, 72700, best, 16, 6
random, 72800, quick, -1, 9
random, 72800, best, 16, 6
random, 72900, quick, -1, 9
random, 72900, best, 16, 6
random, 73000, quick, -1, 9
random, 73000, best, 16, 6
random, 73100, quick, -1, 9
random, 73100, best, 16, 6
random, 73200, quick, -1, 9
random, 73200, best, 16, 7
random, 73300, quick, -1, 9
random, 73300, best, 16, 7
random, 73400, quick, -1, 9
random, 73400, best, 16, 7
random, 73500, quick, -1, 9
random, 73500, best, 16, 7
random, 73600, quick, -1, 9
random, 73600, best, 16, 6
random, 73700, quick, -1, 9
random, 73700, best, 16, 7
random, 73800, quick, -1, 9
random, 73800, best, 16, 6
random, 73900, quick, -1, 9
random, 73900, best, 16, 6
random, 74000, quick, -1, 9
random, 74000, best, 16, 6
random, 74100, quick, -1, 9
random, 74100, best, 16, 6
random, 74200, quick, -1, 9
random, 74200, best, 16, 7
random, 74300, quick, -1, 9
random, 74300, best, 16, 7
random, 74400, quick, -1, 9
random, 74400, best, 16, 7
random, 74500, quick, -1, 9
random, 74500, best, 16, 7
random, 74600, quick, -1, 9
random, 74600, best, 16, 6
random, 74700, quick, -1, 9
random, 74700, best, 16, 6
random, 74800, quick, -1, 9
random, 74800, best, 16, 7
random, 74900, quick, -1, 9
random, 74900, best, 16, 7
random, 75000, quick, -1, 9
random, 75000, best, 16, 7
random, 75100, quick, -1, 9
random, 75100, best, 16, 7
random, 75200, quick, -1, 10
random, 75200, best, 16, 7
random, 75300, quick, -1, 10
random, 75300, best, 16, 7
random, 75400, quick, -1, 10
random, 75400, best, 16, 6
random, 75500, quick, -1, 9
random, 75500, best, 16, 7
random, 75600, quick, -1, 9
random, 75600, best, 16, 7
random, 75700, quick, -1, 9
random, 75700, best, 16, 7
random, 75800, quick, -1, 9
random, 75800, best, 16, 7
random, 75900, quick, -1, 9
random, 75900, best, 16, 7
random, 76000, quick, -1, 9
random, 76000, best, 16, 7
random, 76100, quick, -1, 9
random, 76100, best, 16, 7
random, 76200, quick, -1, 9
random, 76200, best, 16, 7
random, 76300, quick, -1, 9
random, 76300, best, 16, 7
random, 76400, quick, -1, 9
random, 76400, best, 16, 7
random, 76500, quick, -1, 10
random, 76500, best, 16, 7
random, 76600, quick, -1, 10
random, 76600, best, 16, 7
random, 76700, quick, -1, 10
random, 76700, best, 16, 7
random, 76800, quick, -1, 10
random, 76800, best, 16, 7
random, 76900, quick, -1, 10
random, 76900, best, 16, 7
random, 77000, quick, -1, 10
random, 77000, best, 16, 7
random, 77100, quick, -1, 10
random, 77100, best, 16, 7
random, 77200, quick, -1, 10
random, 77200, best, 16, 7
random, 77300, quick, -1, 10
random, 77300, best, 16, 7
random, 77400, quick, -1, 10
random, 77400, best, 16, 7
random, 77500, quick, -1, 10
random, 77500, best, 16, 7
random, 77600, quick, -1, 10
random, 77600, best, 16, 7
random, 77700, quick, -1, 9
random, 77700, best, 16, 7
random, 77800, quick, -1, 9
random, 77800, best, 16, 7
random, 77900, quick, -1, 10
random, 77900, best, 16, 7
random, 78000, quick, -1, 10
random, 78000, best, 16, 7
random, 78100, quick, -1, 10
random, 78100, best, 16, 7
random, 78200, quick, -1, 10
random, 78200, best, 16, 7
random, 78300, quick, -1, 10
random, 78300, best, 16, 7
random, 78400, quick, -1, 10
random, 78400, best, 16, 7
random, 78500, quick, -1, 10
random, 78500, best, 16, 7
random, 78600, quick, -1, 10
random, 78600, best, 16, 7
random, 78700, quick, -1, 10
random, 78700, best, 16, 7
random, 78800, quick, -1, 10
random, 78800, best, 16, 7
random, 78900, quick, -1, 10
random, 78900, best, 16, 7
random, 79000, quick, -1, 10
random, 79000, best, 16, 7
random, 79100, quick, -1, 10
random, 79100, best, 16, 8
random, 79200, quick, -1, 11
random, 79200, best, 16, 8
random, 79300, quick, -1, 11
random, 79300, best, 16, 7
random, 79400, quick, -1, 10
random, 79400, best, 16, 7
random, 79500, quick, -1, 10
random, 79500, best, 16, 7
random, 79600, quick, -1, 10
random, 79600, best, 16, 7
random, 79700, quick, -1, 10
random, 79700, best, 16, 7
random, 79800, quick, -1, 10
random, 79800, best, 16, 7
random, 79900, quick, -1, 10
random, 79900, best, 16, 7
random, 80000, quick, -1, 10
random, 80000, best, 16, 7
random, 80100, quick, -1, 10
random, 80100, best, 16, 7
random, 80200, quick, -1, 10
random, 80200, best, 16, 7
random, 80300, quick, -1, 10
random, 80300, best, 16, 7
random, 80400, quick, -1, 10
random, 80400, best, 16, 7
random, 80500, quick, -1, 10
random, 80500, best, 16, 7
random, 80600, quick, -1, 10
random, 80600, best, 16, 7
random, 80700, quick, -1, 10
random, 80700, best, 16, 7
random, 80800, quick, -1, 10
random, 80800, best, 16, 7
random, 80900, quick, -1, 10
random, 80900, best, 16, 7
random, 81000, quick, -1, 10
random, 81000, best, 16, 7
random, 81100, quick, -1, 10
random, 81100, best, 16, 7
random, 81200, quick, -1, 10
random, 81200, best, 16, 7
random, 81300, quick, -1, 10
random, 81300, best, 16, 7
random, 81400, quick, -1, 10
random, 81400, best, 16, 7
random, 81500, quick, -1, 10
random, 81500, best, 16, 7
random, 81600, quick, -1, 10
random, 81600, best, 16, 7
random, 81700, quick, -1, 10
random, 81700, best, 16, 8
random, 81800, quick, -1, 10
random, 81800, best, 16, 8
random, 81900, quick, -1, 10
random, 81900, best, 16, 7
random, 82000, quick, -1, 10
random, 82000, best, 16, 7
random, 82100, quick, -1, 10
random, 82100, best, 16, 7
random, 82200, quick, -1, 11
random, 82200, best, 16, 7
random, 82300, quick, -1, 10
random, 82300, best, 16, 7
random, 82400, quick, -1, 11
random, 82400, best, 16, 7
random, 82500, quick, -1, 10
random, 82500, best, 16, 7
random, 82600, quick, -1, 10
random, 82600, best, 16, 8
random, 82700, quick, -1, 10
random, 82700, best, 16, 7
random, 82800, quick, -1, 11
random, 82800, best, 16, 7
random, 82900, quick, -1, 11
random, 82900, best, 16, 8
random, 83000, quick, -1, 10
random, 83000, best, 16, 8
random, 83100, quick, -1, 11
random, 83100, best, 16, 8
random, 83200, quick, -1, 10
random, 83200, best, 16, 8
random, 83300, quick, -1, 11
random, 83300, best, 16, 8
random, 83400, quick, -1, 11
random, 83400, best, 16, 8
random, 83500, quick, -1, 11
random, 83500, best, 16, 8
random, 83600, quick, -1, 11
random, 83600, best, 16, 8
random, 83700, quick, -1, 11
random, 83700, best, 16, 8
random, 83800, quick, -1, 12
random, 83800, best, 16, 8
random, 83900, quick, -1, 11
random, 83900, best, 16, 8
random, 84000, quick, -1, 11
random, 84000, best, 16, 8
random, 84100, quick, -1, 11
random, 84100, best, 16, 8
random, 84200, quick, -1, 11
random, 84200, best, 16, 8
random, 84300, quick, -1, 11
random, 84300, best, 16, 8
random, 84400, quick, -1, 11
random, 84400, best, 16, 7
random, 84500, quick, -1, 11
random, 84500, best, 16, 8
random, 84600, quick, -1, 11
random, 84600, best, 16, 8
random, 84700, quick, -1, 11
random, 84700, best, 16, 8
random, 84800, quick, -1, 11
random, 84800, best, 16, 8
random, 84900, quick, -1, 11
random, 84900, best, 16, 8
random, 85000, quick, -1, 11
random, 85000, best, 16, 8
random, 85100, quick, -1, 11
random, 85100, best, 16, 8
random, 85200, quick, -1, 11
random, 85200, best, 16, 8
random, 85300, quick, -1, 11
random, 85300, best, 16, 8
random, 85400, quick, -1, 11
random, 85400, best, 16, 8
random, 85500, quick, -1, 11
random, 85500, best, 16, 8
random, 85600, quick, -1, 11
random, 85600, best, 16, 8
random, 85700, quick, -1, 11
random, 85700, best, 16, 8
random, 85800, quick, -1, 11
random, 85800, best, 16, 8
random, 85900, quick, -1, 11
random, 85900, best, 16, 8
random, 86000, quick, -1, 11
random, 86000, best, 16, 8
random, 86100, quick, -1, 11
random, 86100, best, 16, 8
random, 86200, quick, -1, 11
random, 86200, best, 16, 8
random, 86300, quick, -1, 11
random, 86300, best, 16, 8
random, 86400, quick, -1, 11
random, 86400, best, 16, 8
random, 86500, quick, -1, 11
random, 86500, best, 16, 8
random, 86600, quick, -1, 11
random, 86600, best, 16, 8
random, 86700, quick, -1, 11
random, 86700, best, 16, 8
random, 86800, quick, -1, 11
random, 86800, best, 16, 8
random, 86900, quick, -1, 11
random, 86900, best, 16, 8
random, 87000, quick, -1, 11
random, 87000, best, 16, 8
random, 87100, quick, -1, 11
random, 87100, best, 16, 8
random, 87200, quick, -1, 11
random, 87200, best, 16, 8
random, 87300, quick, -1, 11
random, 87300, best, 16, 8
random, 87400, quick, -1, 11
random, 87400, best, 16, 8
random, 87500, quick, -1, 10
random, 87500, best, 16, 8
random, 87600, quick, -1, 11
random, 87600, best, 16, 8
random, 87700, quick, -1, 11
random, 87700, best, 16, 8
random, 87800, quick, -1, 11
random, 87800, best, 16, 8
random, 87900, quick, -1, 11
random, 87900, best, 16, 8
random, 88000, quick, -1, 11
random, 88000, best, 16, 8
random, 88100, quick, -1, 11
random, 88100, best, 16, 8
random, 88200, quick, -1, 11
random, 88200, best, 16, 8
random, 88300, quick, -1, 11
random, 88300, best, 16, 8
random, 88400, quick, -1, 11
random, 88400, best, 16, 8
random, 88500, quick, -1, 11
random, 88500, best, 16, 8
random, 88600, quick, -1, 11
random, 88600, best, 16, 8
random, 88700, quick, -1, 11
random, 88700, best, 16, 8
random, 88800, quick, -1, 11
random, 88800, best, 16, 8
random, 88900, quick, -1, 11
random, 88900, best, 16, 8
random, 89000, quick, -1, 11
random, 89000, best, 16, 8
random, 89100, quick, -1, 11
random, 89100, best, 16, 8
random, 89200, quick, -1, 11
random, 89200, best, 16, 8
random, 89300, quick, -1, 11
random, 89300, best, 16, 8
random, 89400, quick, -1, 11
random, 89400, best, 16, 8
random, 89500, quick, -1, 12
random, 89500, best, 16, 8
random, 89600, quick, -1, 11
random, 89600, best, 16, 8
random, 89700, quick, -1, 12
random, 89700, best, 16, 8
random, 89800, quick, -1, 11
random, 89800, best, 16, 8
random, 89900, quick, -1, 12
random, 89900, best, 16, 8
random, 90000, quick, -1, 12
random, 90000, best, 16, 8
random, 90100, quick, -1, 12
random, 90100, best, 16, 8
random, 90200, quick, -1, 12
random, 90200, best, 16, 8
random, 90300, quick, -1, 12
random, 90300, best, 16, 8
random, 90400, quick, -1, 12
random, 90400, best, 16, 8
random, 90500, quick, -1, 12
random, 90500, best, 16, 8
random, 90600, quick, -1, 11
random, 90600, best, 16, 8
random, 90700, quick, -1, 12
random, 90700, best, 16, 8
random, 90800, quick, -1, 12
random, 90800, best, 16, 8
random, 90900, quick, -1, 12
random, 90900, best, 16, 8
random, 91000, quick, -1, 12
random, 91000, best, 16, 8
random, 91100, quick, -1, 11
random, 91100, best, 16, 8
random, 91200, quick, -1, 12
random, 91200, best, 16, 8
random, 91300, quick, -1, 11
random, 91300, best, 16, 8
random, 91400, quick, -1, 12
random, 91400, best, 16, 8
random, 91500, quick, -1, 12
random, 91500, best, 16, 8
random, 91600, quick, -1, 12
random, 91600, best, 16, 8
random, 91700, quick, -1, 11
random, 91700, best, 16, 8
random, 91800, quick, -1, 12
random, 91800, best, 16, 8
random, 91900, quick, -1, 11
random, 91900, best, 16, 8
random, 92000, quick, -1, 12
random, 92000, best, 16, 9
random, 92100, quick, -1, 11
random, 92100, best, 16, 8
random, 92200, quick, -1, 12
random, 92200, best, 16, 8
random, 92300, quick, -1, 12
random, 92300, best, 16, 8
random, 92400, quick, -1, 11
random, 92400, best, 16, 8
random, 92500, quick, -1, 12
random, 92500, best, 16, 8
random, 92600, quick, -1, 12
random, 92600, best, 16, 8
random, 92700, quick, -1, 12
random, 92700, best, 16, 8
random, 92800, quick, -1, 12
random, 92800, best, 16, 8
random, 92900, quick, -1, 12
random, 92900, best, 16, 9
random, 93000, quick, -1, 12
random, 93000, best, 16, 9
random, 93100, quick, -1, 12
random, 93100, best, 16, 9
random, 93200, quick, -1, 12
random, 93200, best, 16, 9
random, 93300, quick, -1, 12
random, 93300, best, 16, 9
random, 93400, quick, -1, 12
random, 93400, best, 16, 9
random, 93500, quick, -1, 12
random, 93500, best, 16, 9
random, 93600, quick, -1, 12
random, 93600, best, 16, 8
random, 93700, quick, -1, 12
random, 93700, best, 16, 8
random, 93800, quick, -1, 12
random, 93800, best, 16, 8
random, 93900, quick, -1, 12
random, 93900, best, 16, 8
random, 94000, quick, -1, 12
random, 94000, best, 16, 8
random, 94100, quick, -1, 12
random, 94100, best, 16, 9
random, 94200, quick, -1, 12
random, 94200, best, 16, 9
random, 94300, quick, -1, 12
random, 94300, best, 16, 9
random, 94400, quick, -1, 12
random, 94400, best, 16, 9
random, 94500, quick, -1, 12
random, 94500, best, 16, 9
random, 94600, quick, -1, 12
random, 94600, best, 16, 9
random, 94700, quick, -1, 12
random, 94700, best, 16, 9
random, 94800, quick, -1, 12
random, 94800, best, 16, 9
random, 94900, quick, -1, 12
random, 94900, best, 16, 9
random, 95000, quick, -1, 12
random, 95000, best, 16, 8
random, 95100, quick, -1, 12
random, 95100, best, 16, 9
random, 95200, quick, -1, 12
random, 95200, best, 16, 9
random, 95300, quick, -1, 12
random, 95300, best, 16, 9
random, 95400, quick, -1, 12
random, 95400, best, 16, 9
random, 95500, quick, -1, 12
random, 95500, best, 16, 9
random, 95600, quick, -1, 12
random, 95600, best, 16, 9
random, 95700, quick, -1, 12
random, 95700, best, 16, 9
random, 95800, quick, -1, 12
random, 95800, best, 16, 9
random, 95900, quick, -1, 12
random, 95900, best, 16, 9
random, 96000, quick, -1, 12
random, 96000, best, 16, 9
random, 96100, quick, -1, 12
random, 96100, best, 16, 9
random, 96200, quick, -1, 12
random, 96200, best, 16, 9
random, 96300, quick, -1, 12
random, 96300, best, 16, 9
random, 96400, quick, -1, 12
random, 96400, best, 16, 9
random, 96500, quick, -1, 12
random, 96500, best, 16, 9
random, 96600, quick, -1, 12
random, 96600, best, 16, 9
random, 96700, quick, -1, 13
random, 96700, best, 16, 9
random, 96800, quick, -1, 13
